task,base_sample_id,image_filename,query,expression_structure,target_category,target_coco_match_iou,same_category_distractors,gt_area_ratio,baseline_state,result_state,transition,baseline_iou,result_iou,iou_delta,baseline_box,result_box,gt_box,candidate_applied,baseline_zero_box_class,baseline_zero_match_category,baseline_zero_match_iou,result_zero_box_class,result_zero_match_category,result_zero_match_iou
t2_vqa_grounding,hallu_000278_COCO_train2014_000000276244,COCO_train2014_000000276244.jpg,the television in front of the person,relation,tv,1.0,1,0.11851007291666667,overlap,overlap,nonzero_remained_nonzero,0.900700009896091,0.900700009896091,0.0,"[205.0,132.0,440.0,304.0]","[205.0,134.0,440.0,306.0]","[207.1,135.73,433.62,296.45]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000282_COCO_train2014_000000555613,COCO_train2014_000000555613.jpg,the car next to the surfboard,relation,car,1.0,1,0.15578915294117646,overlap,overlap,nonzero_remained_nonzero,0.16309278687580367,0.8226268247881757,0.6595340379123721,"[10.0,10.0,500.0,374.0]","[0.0,80.0,145.0,346.0]","[0.92,79.77,125.61,334.65]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000288_COCO_train2014_000000154912,COCO_train2014_000000154912.jpg,the hot dog next to the fries,relation,hot dog,1.0,1,0.3546443209696262,overlap,overlap,nonzero_remained_nonzero,0.9348680997033763,0.943852711745258,0.008984612041881723,"[189.0,34.0,495.0,344.0]","[189.0,35.0,496.0,347.0]","[179.26,37.26,491.44,348.44]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000290_COCO_train2014_000000372156,COCO_train2014_000000372156.jpg,the cake on the table,relation,cake,1.0,1,0.18819322493489582,overlap,overlap,nonzero_remained_nonzero,0.517092042324067,0.9251084283594506,0.4080163860353836,"[112.0,245.0,596.0,476.0]","[170.0,284.0,496.0,450.0]","[167.19,283.69,494.02,460.58]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000291_COCO_train2014_000000050597,COCO_train2014_000000050597.jpg,the girl in the blue dress,relation,person,1.0,2,0.43121267578125005,overlap,overlap,nonzero_remained_nonzero,0.9769049716942685,0.9629078718180044,-0.013997099876264074,"[327.0,56.0,640.0,476.0]","[327.0,56.0,640.0,470.0]","[325.11,58.26,639.21,480.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000294_COCO_train2014_000000231414,COCO_train2014_000000231414.jpg,the dog in front of the person,relation,dog,1.0,1,0.20081162424242424,overlap,overlap,nonzero_remained_nonzero,0.9476551117335649,0.9420440422238807,-0.005611069509684152,"[225.0,38.0,366.0,284.0]","[224.0,40.0,365.0,284.0]","[227.0,40.77,366.57,278.17]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000296_COCO_train2014_000000299085,COCO_train2014_000000299085.jpg,the person next to the dining table,relation,person,1.0,3,0.5195232453893442,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[281.25,31.25,640.0,427.0]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000298_COCO_train2014_000000486567,COCO_train2014_000000486567.jpg,the umbrella above the flowers,relation,umbrella,1.0,2,0.570854517578125,overlap,overlap,nonzero_remained_nonzero,0.36740958761617226,0.3761286037776605,0.008719016161488236,"[238.0,0.0,640.0,181.0]","[240.0,0.0,640.0,185.0]","[267.98,1.79,640.0,473.18]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000299_COCO_train2014_000000071646,COCO_train2014_000000071646.jpg,the zebra next to the giraffe,relation,zebra,1.0,1,0.07000921106557378,overlap,overlap,nonzero_remained_nonzero,0.9146649449497577,0.9087970080114304,-0.005867936938327323,"[300.0,241.0,450.0,378.0]","[301.0,241.0,450.0,378.0]","[298.64,246.02,447.02,374.96000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000300_COCO_train2014_000000445990,COCO_train2014_000000445990.jpg,the person next to the snowboard,relation,person,1.0,2,0.1041211236447704,overlap,overlap,nonzero_remained_nonzero,0.049478179870491835,0.07321200769569618,0.02373382782520434,"[214.0,108.0,330.0,345.0]","[208.0,107.0,334.0,346.0]","[105.41,128.22,225.66,345.45]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000301_COCO_train2014_000000242193,COCO_train2014_000000242193.jpg,the traffic light on the yellow pole,relation,traffic light,1.0,2,0.06360346421252927,overlap,overlap,nonzero_remained_nonzero,0.9693466087728271,0.9527137839731837,-0.016632824799643342,"[48.0,86.0,150.0,254.0]","[48.0,86.0,150.0,257.0]","[47.97,84.94,151.66,252.57]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000302_COCO_train2014_000000280409,COCO_train2014_000000280409.jpg,the person next to the giraffe,relation,person,1.0,1,0.12570127445652174,overlap,overlap,nonzero_remained_nonzero,0.7173019441175292,0.7347517856329527,0.017449841515423503,"[410.0,241.0,623.0,448.0]","[409.0,245.0,623.0,448.0]","[404.79,247.86,579.25,459.98]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000303_COCO_train2014_000000024706,COCO_train2014_000000024706.jpg,the person holding a tennis racket,relation,person,1.0,3,0.11074640948275863,valid_zero,overlap,valid_zero_recovered,0.0,0.8802201698277252,0.8802201698277252,"[133.0,52.0,250.0,332.0]","[450.0,56.0,562.0,337.0]","[444.75,53.74,558.87,323.91]",True,wrong_same_category_instance,person,0.937218812004894,,,0.0
t2_vqa_grounding,hallu_000304_COCO_train2014_000000419085,COCO_train2014_000000419085.jpg,the wine glass next to the knife,relation,wine glass,1.0,2,0.21324605532786886,overlap,overlap,nonzero_remained_nonzero,0.9616618452983161,0.9593678787048623,-0.0022939665934538223,"[46.0,45.0,188.0,455.0]","[47.0,45.0,189.0,456.0]","[45.22,48.8,190.12,450.98]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000308_COCO_train2014_000000307730,COCO_train2014_000000307730.jpg,the person next to the backpack,relation,person,1.0,3,0.31860300411374126,overlap,overlap,nonzero_remained_nonzero,0.1272876840183639,0.12750460874467479,0.00021692472631087978,"[154.0,77.0,426.0,415.0]","[154.0,78.0,426.0,415.0]","[358.24,114.67,639.79,428.26]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000309_COCO_train2014_000000387365,COCO_train2014_000000387365.jpg,the person in the black suit with a blue tie,relation,person,1.0,1,0.36499242735105136,overlap,overlap,nonzero_remained_nonzero,0.9594936309165856,0.9495897730801638,-0.009903857836421781,"[45.0,160.0,252.0,637.0]","[46.0,159.0,250.0,637.0]","[45.64,165.47,256.33,640.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000310_COCO_train2014_000000372790,COCO_train2014_000000372790.jpg,the umbrella held by the person,relation,umbrella,1.0,1,0.13947459895833333,valid_zero,overlap,valid_zero_recovered,0.0,0.7862180096676442,0.7862180096676442,"[263.0,10.0,476.0,308.0]","[0.0,0.0,204.0,265.0]","[0.03,0.0,204.92,209.12]",True,wrong_same_category_instance,umbrella,0.9234129696001783,,,0.0
t2_vqa_grounding,hallu_000312_COCO_train2014_000000319430,COCO_train2014_000000319430.jpg,the wine glass in the person's hand,relation,wine glass,1.0,2,0.380240478515625,overlap,overlap,nonzero_remained_nonzero,0.9316440700432586,0.9560330777913961,0.02438900774813757,"[135.0,92.0,354.0,627.0]","[140.0,95.0,356.0,627.0]","[140.31,90.34,360.81,620.09]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000316_COCO_train2014_000000449171,COCO_train2014_000000449171.jpg,the person in front of the snowboard,relation,person,1.0,2,0.20802579359999998,overlap,overlap,nonzero_remained_nonzero,0.890904490166181,0.8920812623525568,0.0011767721863757963,"[61.0,161.0,250.0,364.0]","[64.0,160.0,257.0,364.0]","[66.01,165.87,252.51999999999998,375.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000320_COCO_train2014_000000252069,COCO_train2014_000000252069.jpg,the person sitting on the couch,relation,person,1.0,2,0.46889090104166675,overlap,overlap,nonzero_remained_nonzero,0.8615872792853617,0.30947309107473414,-0.5521141882106275,"[214.0,60.0,620.0,464.0]","[0.0,69.0,415.0,387.0]","[209.87,66.3,616.6800000000001,420.38]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000321_COCO_train2014_000000573724,COCO_train2014_000000573724.jpg,the chair next to the table,relation,chair,1.0,2,0.11260071874999997,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[448.0,210.0,575.0,402.0]","[448.0,209.0,576.0,402.0]","[182.96,236.83,376.4,415.65]",True,wrong_same_category_instance,chair,0.9062886396406818,wrong_same_category_instance,chair,0.9181821913420031
t2_vqa_grounding,hallu_000322_COCO_train2014_000000333335,COCO_train2014_000000333335.jpg,the bicycle next to the bench,relation,bicycle,1.0,1,0.281459302734375,overlap,overlap,nonzero_remained_nonzero,0.9626394935497866,0.9560649321804532,-0.0065745613693334315,"[245.0,229.0,623.0,459.0]","[246.0,229.0,625.0,458.0]","[247.21,228.67,617.0,462.49]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000323_COCO_train2014_000000547066,COCO_train2014_000000547066.jpg,the cake in front of the spoon,relation,cake,1.0,2,0.13940202356557374,overlap,overlap,nonzero_remained_nonzero,0.02996417542027859,0.03241991559033961,0.002455740170061022,"[147.0,112.0,373.0,363.0]","[145.0,110.0,376.0,368.0]","[337.29,3.19,542.04,189.25]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000324_COCO_train2014_000000372748,COCO_train2014_000000372748.jpg,the spoon in the child's hand,relation,spoon,1.0,1,0.063564288,overlap,valid_zero,nonzero_regressed_to_zero,0.02092585993803201,0.0,-0.02092585993803201,"[338.0,265.0,360.0,277.0]","[65.0,270.0,84.0,290.0]","[84.78,265.65,363.17999999999995,308.46]",True,,,0.0,background_or_unannotated,,0.020903903145439467
t2_vqa_grounding,hallu_000326_COCO_train2014_000000142981,COCO_train2014_000000142981.jpg,the boy in the blue shirt,attribute,person,1.0,1,0.4789249795081968,overlap,overlap,nonzero_remained_nonzero,0.29564118624372626,0.2941622598807469,-0.0014789263629793603,"[64.0,26.0,321.0,562.0]","[65.0,27.0,320.0,564.0]","[206.64,0.0,427.0,593.94]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000329_COCO_train2014_000000383576,COCO_train2014_000000383576.jpg,the couch in front of the table,relation,couch,1.0,1,0.09153449970657276,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[199.72,172.49,415.91999999999996,287.92]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000332_COCO_train2014_000000028824,COCO_train2014_000000028824.jpg,the person sitting in front of the laptop,relation,person,1.0,3,0.4299226829625293,overlap,overlap,nonzero_remained_nonzero,0.5470619370543693,0.8664673019906319,0.3194053649362626,"[350.0,24.0,548.0,370.0]","[389.0,0.0,640.0,415.0]","[357.91,1.92,638.1,421.24]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000335_COCO_train2014_000000500400,COCO_train2014_000000500400.jpg,the pizza in front of the person,relation,pizza,1.0,1,0.35757989257812495,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[150.0,291.0,392.0,371.0]","[150.0,294.0,387.0,369.0]","[34.52,371.06,442.96999999999997,640.0]",True,wrong_same_category_instance,pizza,0.7792065810979087,wrong_same_category_instance,pizza,0.7778934454602836
t2_vqa_grounding,hallu_000338_COCO_train2014_000000277202,COCO_train2014_000000277202.jpg,the person holding a wine glass,relation,person,1.0,1,0.6415124993489583,overlap,overlap,nonzero_remained_nonzero,0.978140185507542,0.983926605159719,0.005786419652176966,"[132.0,50.0,469.0,637.0]","[134.0,50.0,469.0,637.0]","[134.89,47.52,470.66999999999996,634.43]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000339_COCO_train2014_000000416018,COCO_train2014_000000416018.jpg,the person holding the remote,relation,person,1.0,3,0.23160130664062503,overlap,overlap,nonzero_remained_nonzero,0.9490975264508805,0.9561634607355461,0.00706593428466562,"[266.0,297.0,476.0,637.0]","[267.0,298.0,476.0,635.0]","[267.51,293.39,478.91999999999996,629.9300000000001]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000342_COCO_train2014_000000242350,COCO_train2014_000000242350.jpg,the teddy bear next to the brown teddy bear,relation,teddy bear,1.0,3,0.587848354491018,overlap,overlap,nonzero_remained_nonzero,0.1263904420113175,0.9265643100853982,0.8001738680740806,"[248.0,47.0,443.0,332.0]","[0.0,14.0,295.0,334.0]","[0.75,10.51,309.23,328.75]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000343_COCO_train2014_000000502407,COCO_train2014_000000502407.jpg,the sandwich next to the broccoli,relation,sandwich,1.0,3,0.08372364908854166,overlap,overlap,nonzero_remained_nonzero,0.022954802588101994,0.023015466033418794,6.066344531679979e-05,"[288.0,196.0,467.0,319.0]","[289.0,196.0,467.0,319.0]","[299.1,312.62,513.88,432.37]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000344_COCO_train2014_000000233485,COCO_train2014_000000233485.jpg,the laptop on the bed,relation,laptop,1.0,1,0.05340799224028718,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[229.0,226.0,425.0,356.0]","[230.0,226.0,425.0,357.0]","[478.92,408.19,615.95,555.86]",True,wrong_same_category_instance,laptop,0.8543138691732489,wrong_same_category_instance,laptop,0.8575373496854385
t2_vqa_grounding,hallu_000345_COCO_train2014_000000033896,COCO_train2014_000000033896.jpg,the person next to the dining table,relation,person,1.0,1,0.4366629696,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[0.0,40.71,244.92,375.0]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000348_COCO_train2014_000000485491,COCO_train2014_000000485491.jpg,the train next to the platform,relation,train,1.0,1,0.1671101214871194,overlap,overlap,nonzero_remained_nonzero,0.4860350574712643,0.4258313192346424,-0.060203738236621895,"[316.0,50.0,640.0,340.0]","[309.0,54.0,640.0,378.0]","[317.61,70.05,502.8,316.65]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000349_COCO_train2014_000000291493,COCO_train2014_000000291493.jpg,the dining table with the sandwich and chips,relation,dining table,1.0,1,0.29957250878906244,overlap,overlap,nonzero_remained_nonzero,0.3020899248293067,0.3020899248293067,0.0,"[0.0,0.0,640.0,476.0]","[0.0,0.0,640.0,476.0]","[420.67,50.77,640.0,470.35999999999996]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000350_COCO_train2014_000000448739,COCO_train2014_000000448739.jpg,the person holding the cell phone,relation,person,1.0,1,0.12525603227459017,overlap,overlap,nonzero_remained_nonzero,0.9209450776080551,0.9537242599698299,0.032779182361774795,"[1.0,28.0,118.0,338.0]","[5.0,28.0,117.0,340.0]","[8.77,27.38,117.8,341.33]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000357_COCO_train2014_000000228119,COCO_train2014_000000228119.jpg,the person holding the bottle,relation,person,1.0,1,0.668920336,overlap,overlap,nonzero_remained_nonzero,0.9571715753755535,0.946702463730065,-0.010469111645488582,"[52.0,37.0,428.0,360.0]","[54.0,38.0,429.0,360.0]","[51.64,34.49,425.78999999999996,369.71000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000362_COCO_train2014_000000042585,COCO_train2014_000000042585.jpg,the bowl of cherry tomatoes on the table,relation,bowl,1.0,3,0.20997853962988824,overlap,overlap,nonzero_remained_nonzero,0.047403832718457065,0.04151006841985063,-0.005893764298606434,"[237.0,10.0,385.0,190.0]","[240.0,15.0,386.0,190.0]","[41.74,40.9,259.69,261.64]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000364_COCO_train2014_000000168161,COCO_train2014_000000168161.jpg,the chair next to the person,relation,chair,1.0,3,0.06272093676814988,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[478.49,0.0,616.73,123.99]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000365_COCO_train2014_000000207010,COCO_train2014_000000207010.jpg,the person holding the remote,relation,person,1.0,1,0.2542907564252337,overlap,overlap,nonzero_remained_nonzero,0.8528307364317433,0.9413105262782646,0.08847978984652127,"[206.0,141.0,484.0,415.0]","[206.0,141.0,457.0,415.0]","[204.86,142.19,452.04,423.99]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000367_COCO_train2014_000000115056,COCO_train2014_000000115056.jpg,the person lying on the grass,relation,person,1.0,2,0.15470761197306795,overlap,overlap,nonzero_remained_nonzero,0.6958392369854673,0.6914351911817618,-0.00440404580370557,"[0.0,195.0,387.0,352.0]","[0.0,196.0,387.0,354.0]","[0.0,199.24,348.43,320.58000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000369_COCO_train2014_000000167927,COCO_train2014_000000167927.jpg,the person with white shirt,attribute,person,1.0,2,0.05585136983240223,overlap,overlap,nonzero_remained_nonzero,0.7989920439334994,0.752738846624991,-0.04625319730850841,"[46.0,134.0,113.0,287.0]","[46.0,135.0,117.0,289.0]","[39.12,134.94,107.6,280.93]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000372_COCO_train2014_000000121052,COCO_train2014_000000121052.jpg,the person holding the umbrella,relation,person,1.0,1,0.5230479804870892,overlap,overlap,nonzero_remained_nonzero,0.9615512171242161,0.9562629431505527,-0.005288273973663382,"[0.0,16.0,352.0,415.0]","[0.0,16.0,354.0,415.0]","[0.0,18.77,350.18,426.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000375_COCO_train2014_000000246539,COCO_train2014_000000246539.jpg,the person's foot next to the apple,relation,person,1.0,1,0.06476424218750002,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[0.0,66.0,199.0,165.0]","[0.0,67.0,198.0,165.0]","[0.0,281.53,194.16,384.0]",True,wrong_same_category_instance,person,0.9412995459138,wrong_same_category_instance,person,0.9526001237678996
t2_vqa_grounding,hallu_000378_COCO_train2014_000000442467,COCO_train2014_000000442467.jpg,the person with green shirt,relation,person,1.0,3,0.12249906055900625,overlap,overlap,nonzero_remained_nonzero,0.8768412252942303,0.8722473669461961,-0.004593858348034163,"[258.0,159.0,369.0,476.0]","[258.0,160.0,370.0,476.0]","[248.72,162.42,366.84000000000003,483.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000379_COCO_train2014_000000560009,COCO_train2014_000000560009.jpg,the car behind the fence,relation,car,1.0,2,0.06639872255489024,overlap,overlap,nonzero_remained_nonzero,0.715013160459299,0.7888723284422708,0.07385916798297187,"[290.0,192.0,475.0,347.0]","[294.0,187.0,450.0,360.0]","[302.4,188.82,446.71999999999997,336.34000000000003]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000381_COCO_train2014_000000451336,COCO_train2014_000000451336.jpg,the person holding the cell phone,relation,person,1.0,1,0.625746502102102,overlap,overlap,nonzero_remained_nonzero,0.6237325949601441,0.5323187901572223,-0.09141380480292183,"[0.0,1.0,333.0,498.0]","[0.0,69.0,245.0,498.0]","[37.87,146.98,333.0,500.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000385_COCO_train2014_000000009488,COCO_train2014_000000009488.jpg,the person sitting on the bench,relation,person,1.0,3,0.12422373493333332,overlap,overlap,nonzero_remained_nonzero,0.839160718248574,0.8176503167054548,-0.021510401543119118,"[300.0,63.0,423.0,248.0]","[297.0,64.0,425.0,248.0]","[299.66,64.97,414.79,267.28]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000386_COCO_train2014_000000182642,COCO_train2014_000000182642.jpg,the motorcycle in front of the person,relation,motorcycle,1.0,1,0.11104977278645833,overlap,overlap,nonzero_remained_nonzero,0.0738452867770963,0.071155376692167,-0.0026899100849293034,"[36.0,137.0,574.0,476.0]","[36.0,140.0,578.0,476.0]","[225.44,26.97,400.18,222.2]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000388_COCO_train2014_000000211080,COCO_train2014_000000211080.jpg,the person in front of the snowboard,relation,person,1.0,2,0.08990887044270833,overlap,overlap,nonzero_remained_nonzero,0.9409791195580898,0.9409791195580898,0.0,"[254.0,140.0,347.0,452.0]","[254.0,140.0,347.0,452.0]","[253.48,143.53,343.01,452.03]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000393_COCO_train2014_000000158293,COCO_train2014_000000158293.jpg,the glass of water next to the beer,relation,cup,1.0,1,0.09256820312499998,overlap,overlap,nonzero_remained_nonzero,0.8816455821069714,0.8666141029125156,-0.015031479194455799,"[29.0,0.0,145.0,204.0]","[30.0,0.0,145.0,206.0]","[23.01,0.0,153.89,202.79]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000395_COCO_train2014_000000347048,COCO_train2014_000000347048.jpg,the elephant in front of the person,relation,elephant,1.0,1,0.6087765632318501,overlap,overlap,nonzero_remained_nonzero,0.9667521359750101,0.9751288857455589,0.008376749770548808,"[0.0,0.0,342.0,482.0]","[0.0,0.0,345.0,482.0]","[0.0,1.44,349.48,477.48]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000400_COCO_train2014_000000044286,COCO_train2014_000000044286.jpg,the TV on top of the speakers,relation,tv,1.0,1,0.07188866699218749,overlap,overlap,nonzero_remained_nonzero,0.9894354166666666,0.9423194444444444,-0.04711597222222219,"[154.0,0.0,340.0,120.0]","[154.0,0.0,340.0,126.0]","[154.25,0.27,338.7,120.0]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000402_COCO_train2014_000000125120,COCO_train2014_000000125120.jpg,the person next to the dining table,relation,person,1.0,2,0.09070353678385419,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[15.64,110.94,161.87,301.49]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000403_COCO_train2014_000000004578,COCO_train2014_000000004578.jpg,the dining table next to the window,relation,dining table,1.0,2,0.04979997786458333,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[388.0,352.0,640.0,476.0]","[405.0,356.0,640.0,476.0]","[1.25,253.09,93.51,418.90999999999997]",True,wrong_same_category_instance,dining table,0.9708679477660372,wrong_same_category_instance,dining table,0.8863576363538502
t2_vqa_grounding,hallu_000406_COCO_train2014_000000201184,COCO_train2014_000000201184.jpg,the person sitting on the couch,relation,person,1.0,2,0.1708077610677083,overlap,overlap,nonzero_remained_nonzero,0.9085303008434236,0.8944504679801866,-0.014079832863236996,"[62.0,58.0,220.0,364.0]","[64.0,58.0,217.0,369.0]","[60.13,60.24,229.79999999999998,369.5]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000407_COCO_train2014_000000493699,COCO_train2014_000000493699.jpg,the dining table with a white tablecloth,attribute,dining table,1.0,2,0.0938597775175644,overlap,overlap,nonzero_remained_nonzero,0.8131003782173576,0.8228796637675087,0.009779285550151062,"[0.0,264.0,153.0,415.0]","[0.0,265.0,154.0,415.0]","[0.0,272.1,171.0,422.1]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000408_COCO_train2014_000000324252,COCO_train2014_000000324252.jpg,the person on the skateboard,relation,person,1.0,1,0.2757874471830986,overlap,overlap,nonzero_remained_nonzero,0.9486816888314079,0.03548672292016599,-0.9131949659112419,"[348.0,89.0,611.0,378.0]","[104.0,135.0,368.0,360.0]","[347.5,91.61,605.02,383.59000000000003]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000415_COCO_train2014_000000450270,COCO_train2014_000000450270.jpg,the cat sitting under the table,relation,cat,1.0,1,0.12599587890625,overlap,overlap,nonzero_remained_nonzero,0.9147928034826873,0.8962131697275295,-0.01857963375515781,"[174.0,114.0,384.0,309.0]","[174.0,109.0,385.0,309.0]","[176.25,124.73,387.55,307.91]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000418_COCO_train2014_000000431704,COCO_train2014_000000431704.jpg,the dining table with a bowl and donuts,relation,dining table,1.0,1,0.061502817708333345,overlap,overlap,nonzero_remained_nonzero,0.06268736780974211,0.4732963135429012,0.4106089457331591,"[189.0,316.0,334.0,406.0]","[189.0,307.0,425.0,476.0]","[192.0,392.73,425.14,473.77000000000004]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000419_COCO_train2014_000000408041,COCO_train2014_000000408041.jpg,the giraffe next to the person,relation,giraffe,1.0,1,0.19629227864583335,overlap,overlap,nonzero_remained_nonzero,0.6571622449780395,0.6693457003365605,0.012183455358520945,"[0.0,168.0,410.0,380.0]","[0.0,168.0,415.0,379.0]","[88.16,168.64,420.58000000000004,350.03999999999996]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000422_COCO_train2014_000000426282,COCO_train2014_000000426282.jpg,the train next to the platform,relation,train,1.0,1,0.09391354508196723,overlap,overlap,nonzero_remained_nonzero,0.8214167547243242,0.8163985675542005,-0.0050181871701237,"[360.0,141.0,510.0,297.0]","[360.0,142.0,510.0,297.0]","[354.07,134.34,501.84000000000003,308.02]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000429_COCO_train2014_000000327998,COCO_train2014_000000327998.jpg,the person next to the tie,relation,person,1.0,1,0.33578887890625003,overlap,overlap,nonzero_remained_nonzero,0.11838166725244638,0.11802982039018799,-0.00035184686225839257,"[375.0,15.0,640.0,471.0]","[375.0,14.0,640.0,470.0]","[165.74,94.83,438.03000000000003,473.66999999999996]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000430_COCO_train2014_000000351470,COCO_train2014_000000351470.jpg,the banana in the person's hand,relation,banana,1.0,1,0.1412670933577406,overlap,overlap,nonzero_remained_nonzero,0.2025374537785589,0.2032518716049383,0.0007144178263794043,"[36.0,96.0,605.0,471.0]","[38.0,96.0,605.0,471.0]","[103.12,185.83,280.36,429.66]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000434_COCO_train2014_000000324332,COCO_train2014_000000324332.jpg,the bus next to the people,relation,bus,1.0,1,0.25529303278688525,valid_zero,valid_zero,valid_zero_unresolved,0.0,0.0,0.0,"[0.0,0.0,465.0,384.0]","[0.0,0.0,465.0,387.0]","[471.14,1.92,637.14,422.2]",True,wrong_same_category_instance,bus,0.9905711786726905,wrong_same_category_instance,bus,0.9888791481203633
t2_vqa_grounding,hallu_000435_COCO_train2014_000000130974,COCO_train2014_000000130974.jpg,the broccoli next to the carrot,relation,broccoli,1.0,1,0.37628718750000006,overlap,overlap,nonzero_remained_nonzero,0.756094430227976,0.7607298659986546,0.004635435770678598,"[152.0,160.0,476.0,618.0]","[154.0,160.0,476.0,618.0]","[222.4,159.45,480.0,608.19]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000436_COCO_train2014_000000239654,COCO_train2014_000000239654.jpg,the cat next to the toilet,relation,cat,1.0,1,0.14123849055913346,overlap,overlap,nonzero_remained_nonzero,0.030615348696573473,0.03165570877741293,0.0010403600808394572,"[190.0,79.0,320.0,252.0]","[190.0,78.0,320.0,254.0]","[284.13,201.41,516.66,367.4]",True,,,0.0,,,0.0
t2_vqa_grounding,hallu_000437_COCO_train2014_000000497402,COCO_train2014_000000497402.jpg,the toilet next to the screen,relation,toilet,1.0,3,0.05325306966145833,false_rejection,false_rejection,false_rejection_unchanged,0.0,0.0,0.0,null,null,"[0.0,471.26,96.95,640.0]",False,,,0.0,,,0.0
t2_vqa_grounding,hallu_000438_COCO_train2014_000000074078,COCO_train2014_000000074078.jpg,the couch next to the fireplace,relation,couch,1.0,2,0.12962586067708334,valid_zero,overlap,valid_zero_recovered,0.0,0.6220564646227608,0.6220564646227608,"[325.0,199.0,490.0,340.0]","[0.0,274.0,250.0,446.0]","[1.03,235.35,209.55,426.32]",True,background_or_unannotated,,0.025322014525480063,,,0.0
