base_sample_id,image_filename,query,audited_tasks,query_binds_gt_target,target_category,apparent_gender,gender_evidence,gender_review_flag,colors,materials,other_attributes,actions_or_states,supported_atoms,contradicted_atoms,not_visible_atoms,disambiguating_cues,instance_confusion_risk,likely_zero_iou_cause,reason
hallu_000711_COCO_train2014_000000056594,COCO_train2014_000000056594.jpg,the umbrella held by the person,t4_caption_grounding,yes,umbrella,not_applicable,,not_applicable,"[{""part"":""canopy"",""value"":""purple"",""confidence"":""high"",""evidence"":""solid purple fabric visible in crop""},{""part"":""handle"",""value"":""light purple"",""confidence"":""high"",""evidence"":""matching light purple plastic or coated handle held by person""}]","[{""part"":""canopy"",""value"":""fabric"",""confidence"":""high"",""evidence"":""soft folds and drape of material, typical of umbrella canopy""},{""part"":""handle"",""value"":""plastic"",""confidence"":""medium"",""evidence"":""smooth, slightly glossy surface with molded shape; no wood grain or metal sheen""}]","[{""attribute"":""closed/folded"",""confidence"":""high"",""evidence"":""umbrella is tightly folded and held vertically; ribs are compressed, no canopy spread""},{""attribute"":""being held"",""confidence"":""high"",""evidence"":""person's hands gripping handle and shaft; monkey also touching it""}]","[{""value"":""held by person"",""confidence"":""high"",""evidence"":""both hands of woman in green box are gripping the umbrella shaft/handle""},{""value"":""being touched by monkey"",""confidence"":""high"",""evidence"":""monkey’s hand is grasping the purple canopy near the top""}]","[{""atom"":""umbrella"",""type"":""object"",""verdict"":""supported"",""evidence"":""target is a purple folded umbrella""},{""atom"":""held by"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person's hands are clearly gripping the umbrella shaft""},{""atom"":""person"",""type"":""object"",""verdict"":""supported"",""evidence"":""woman with dark curly hair is visible holding the umbrella""}]",[],[],"[""purple color"", ""folded state"", ""monkey clinging to it"", ""position on right side of image""]",high,same_category_instance_confusion,"The referring expression 'the umbrella held by the person' is visually supported by the GT target, which is a purple folded umbrella held by a woman. However, the expression is ambiguous as there is a distractor umbrella (green-and-white polka-dot, open) also held by a person on the left. The baseline model confused the GT target with this same-category distractor instance."
hallu_000721_COCO_train2014_000000300620,COCO_train2014_000000300620.jpg,the laptop on the table,t2_vqa_grounding,uncertain,laptop,not_applicable,,not_applicable,"[{""part"":""laptop chassis"",""value"":""dark gray/black"",""confidence"":""high"",""evidence"":""matte dark casing visible on lid and base""},{""part"":""screen bezel"",""value"":""black"",""confidence"":""high"",""evidence"":""thin black border around display""},{""part"":""keyboard"",""value"":""black keys, silver/gray frame"",""confidence"":""medium"",""evidence"":""keys appear black; surrounding palm rest is lighter gray/silver""},{""part"":""screen content"",""value"":""blue/white UI with text and tables"",""confidence"":""high"",""evidence"":""visible window with light background and dark text, typical of spreadsheet or document app""}]","[{""part"":""laptop chassis"",""value"":""plastic or metal composite"",""confidence"":""medium"",""evidence"":""matte finish, no strong reflections; typical of consumer laptop""},{""part"":""screen"",""value"":""glass"",""confidence"":""high"",""evidence"":""reflective surface with glare, characteristic of LCD glass cover""}]","[{""attribute"":""open at ~110-degree angle"",""confidence"":""high"",""evidence"":""lid tilted back, hinge visible, screen not flat nor fully vertical""},{""attribute"":""display is powered on"",""confidence"":""high"",""evidence"":""illuminated screen showing active UI""},{""attribute"":""webcam visible above screen"",""confidence"":""high"",""evidence"":""small circular lens centered in top bezel""}]","[{""value"":""idle (no hands touching)"",""confidence"":""high"",""evidence"":""no hands on keyboard/touchpad in GT crop; person’s hands are on other devices""}]","[{""atom"":""the laptop"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a clearly identifiable laptop with screen, keyboard, and chassis""},{""atom"":""on the table"",""type"":""relation"",""verdict"":""supported"",""evidence"":""laptop base contacts dark flat surface consistent with a table; no support from hands or stand""}]","[{""atom"":""the (uniqueness)"",""type"":""count"",""verdict"":""contradicted"",""evidence"":""multiple laptops are present on the same table, making the definite article ambiguous without further modifiers""}]",[],"[""screen displays a blue/white UI with tabular data"", ""webcam centered in top bezel"", ""position between person and another laptop"", ""angle of open lid differs from other laptops""]",high,same_category_instance_confusion,"The referring expression correctly describes the GT target's category and spatial relation, but fails to uniquely identify it among multiple laptops on the same table. The baseline model localized a different laptop on the left, resulting in zero IoU due to same-category instance confusion driven by the ambiguous definite article."
hallu_000732_COCO_train2014_000000127620,COCO_train2014_000000127620.jpg,the couch next to the person,t4_caption_grounding,yes,couch,not_applicable,,not_applicable,"[{""part"":""upholstery"",""value"":""dark brown or black"",""confidence"":""high"",""evidence"":""uniform dark matte surface; appears black under low light but likely dark brown leather""},{""part"":""throw blanket"",""value"":""cream/white with fringe"",""confidence"":""high"",""evidence"":""light-colored woven blanket with tassels draped over left armrest""}]","[{""part"":""upholstery"",""value"":""leather or faux leather"",""confidence"":""high"",""evidence"":""smooth, slightly reflective surface with visible seam stitching typical of leather upholstery""},{""part"":""throw blanket"",""value"":""woven fabric"",""confidence"":""high"",""evidence"":""textured weave and fringe visible""}]","[{""attribute"":""two-seater sofa with armrests"",""confidence"":""high"",""evidence"":""visible backrest, two seat cushions, and left/right armrests in crop""},{""attribute"":""low-profile ottoman in front"",""confidence"":""high"",""evidence"":""dark rectangular upholstered piece directly in front of couch, partially visible""}]","[{""value"":""stationary, occupied by blanket only"",""confidence"":""high"",""evidence"":""no motion blur; blanket rests undisturbed""}]","[{""atom"":""the couch"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box precisely encloses a dark leather-like couch""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person (child) is clearly left of the couch; horizontal adjacency confirmed in full image""},{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""child in pajamas holding two umbrellas, fully visible left of couch""}]",[],[],"[""dark leather-like two-seater couch with cream throw blanket"", ""positioned immediately right of child holding umbrellas"", ""adjacent to glass sliding door with interior lighting reflection"", ""has matching dark ottoman in front""]",medium,wrong_category,The referring expression correctly identifies the GT couch based on its category and spatial relation to the person. The baseline model failed by predicting a completely different object category (a media console/cabinet) instead of the couch.
hallu_000733_COCO_train2014_000000257163,COCO_train2014_000000257163.jpg,the person next to the dog,t4_caption_grounding,yes,person,male_presenting,"visible torso and arms; wearing dark jacket with rolled sleeves, hands in pockets; no visible gendered clothing beyond typical outerwear; presentation aligns with common male-presenting attire in this context",evidence_insufficient_or_self_contradictory,"[{""part"":""jacket"",""value"":""dark (black or very dark navy)"",""confidence"":""high"",""evidence"":""solid dark upper garment covering torso and arms""},{""part"":""jeans"",""value"":""medium-blue denim"",""confidence"":""high"",""evidence"":""classic blue denim texture and color on lower body""},{""part"":""inner sleeve/undershirt"",""value"":""black"",""confidence"":""high"",""evidence"":""black ribbed cuff visible at wrist""}]","[{""part"":""jacket"",""value"":""fabric (likely cotton/poly blend, possibly insulated)"",""confidence"":""medium"",""evidence"":""matte texture, slight bulk, no sheen; appears thick but not leather or synthetic glossy""},{""part"":""jeans"",""value"":""denim"",""confidence"":""high"",""evidence"":""characteristic twill weave and texture visible on thigh and knee""}]","[{""attribute"":""dirt/spatter on clothing"",""confidence"":""high"",""evidence"":""white/light specks scattered across jeans and jacket front, consistent with mud/splatter""},{""attribute"":""hands in pockets"",""confidence"":""high"",""evidence"":""both hands inserted into front pockets of jeans""}]","[{""value"":""standing"",""confidence"":""high"",""evidence"":""upright posture, feet planted on surface""},{""value"":""adjacent to dog"",""confidence"":""high"",""evidence"":""dog’s head and shoulder visible immediately to right of person’s lower body in full image""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a clearly visible human figure""},{""atom"":""next to the dog"",""type"":""relation"",""verdict"":""supported"",""evidence"":""dog’s head is directly adjacent to the right side of the person’s lower body, confirming spatial proximity""},{""atom"":""the dog"",""type"":""object"",""verdict"":""supported"",""evidence"":""dog’s head and upper neck are visible immediately adjacent to the person""}]",[],[],"[""dirt-covered blue jeans"", ""dark jacket with black ribbed cuffs"", ""hands in front pockets"", ""position immediately left of dog’s head"", ""standing behind transparent barrier""]",high,same_category_instance_confusion,"The baseline model incorrectly grounded a second person wearing an orange top instead of the target person in a dark jacket. Both are people in the scene, leading to same-category instance confusion, but only the target person is positioned directly next to the dog."
hallu_000743_COCO_train2014_000000033841,COCO_train2014_000000033841.jpg,the truck next to the trailer,t2_vqa_grounding|t4_caption_grounding,no,trailer,not_applicable,,not_applicable,"[{""part"":""trailer frame and bed"",""value"":""black"",""confidence"":""high"",""evidence"":""metal frame and wooden deck visible; frame is dark, consistent with black painted metal""},{""part"":""wheels"",""value"":""silver rims, black tires"",""confidence"":""high"",""evidence"":""white/silver alloy rims with black rubber tires clearly visible""},{""part"":""attached cargo container"",""value"":""white with blue and yellow stripes"",""confidence"":""high"",""evidence"":""large white box-like structure mounted on trailer; vertical blue stripe with 'GALILEO' in blue text, yellow stripe beside it""}]","[{""part"":""trailer frame"",""value"":""metal"",""confidence"":""high"",""evidence"":""shiny, rigid structural beams typical of steel trailer frames""},{""part"":""deck surface"",""value"":""wood"",""confidence"":""high"",""evidence"":""visible planks with wood grain texture""},{""part"":""cargo container"",""value"":""fiberglass or composite panel"",""confidence"":""medium"",""evidence"":""smooth, non-metallic surface with printed graphics; no rivets or seams typical of metal""}]","[{""attribute"":""dual-axle"",""confidence"":""high"",""evidence"":""two sets of wheels side-by-side, each with two tires""},{""attribute"":""hitch visible at left end"",""confidence"":""high"",""evidence"":""tow hitch assembly with coupler and safety chains visible on left edge of crop""},{""attribute"":""loaded with container"",""confidence"":""high"",""evidence"":""large rectangular container secured on top of flatbed""}]","[{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion blur; parked on asphalt next to curb and sign""}]",[],"[{""atom"":""the truck"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""The GT box contains a trailer, not a truck. A truck is present but is outside the GT box.""},{""atom"":""next to the trailer"",""type"":""relation"",""verdict"":""contradicted"",""evidence"":""The GT box is the trailer itself, not the object next to it.""}]",[],"[""dual-axle flatbed with wooden deck"", ""hitch assembly visible on left"", ""large white cargo container mounted on top"", ""no cab or engine compartment""]",high,target_reference_role_swap,"The referring expression asks for 'the truck', but the GT box encloses the 'trailer'. The baselines correctly localized the truck, leading to zero IoU due to a target-reference role swap in the GT annotation where the reference object was boxed instead of the target."
hallu_000748_COCO_train2014_000000285064,COCO_train2014_000000285064.jpg,the person holding the remote,t2_vqa_grounding|t4_caption_grounding,yes,person,female_presenting,"visible long hair pulled back, facial features, and clothing style consistent with female presentation",stereotype_sensitive_cue,"[{""part"":""shirt"",""value"":""white"",""confidence"":""high"",""evidence"":""solid white short-sleeved t-shirt""},{""part"":""pants"",""value"":""pink"",""confidence"":""high"",""evidence"":""visible pink waistband/upper pants""},{""part"":""remote"",""value"":""white"",""confidence"":""high"",""evidence"":""two white Wii remotes held in hands""}]","[{""part"":""shirt"",""value"":""cotton-like fabric"",""confidence"":""medium"",""evidence"":""soft drape and texture typical of cotton t-shirt""},{""part"":""remotes"",""value"":""plastic"",""confidence"":""high"",""evidence"":""smooth, matte white surface with molded contours typical of Wii remotes""}]","[{""attribute"":""wearing watch on left wrist"",""confidence"":""high"",""evidence"":""dark band visible on left wrist""},{""attribute"":""holding two controllers"",""confidence"":""high"",""evidence"":""one remote in each hand, connected by white wrist strap""}]","[{""value"":""holding remote(s)"",""confidence"":""high"",""evidence"":""both hands gripping white Wii remotes; arms raised mid-motion""},{""value"":""smiling / engaged expression"",""confidence"":""high"",""evidence"":""mouth open in smile, eyes focused forward""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""single person fully enclosed in green GT box""},{""atom"":""holding"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""both hands gripping white Wii remotes""},{""atom"":""the remote"",""type"":""object"",""verdict"":""supported"",""evidence"":""white Wii remotes clearly visible in hands""}]","[{""atom"":""the remote (singular)"",""type"":""count"",""verdict"":""contradicted"",""evidence"":""target is holding two remotes, not one; singular phrasing better matches the distractor""}]",[],"[""holds two white Wii remotes instead of one"", ""wears white t-shirt and pink pants"", ""positioned on right side of image, near red wall""]",high,same_category_instance_confusion,"The GT target is a person holding two white remotes, while the baselines incorrectly grounded to a different person holding a single remote. The singular 'remote' in the query likely caused the models to prefer the distractor holding exactly one remote over the GT target holding two."
hallu_000751_COCO_train2014_000000374248,COCO_train2014_000000374248.jpg,the red umbrella next to the backpack,t2_vqa_grounding,yes,umbrella,not_applicable,,not_applicable,"[{""part"":""canopy"",""value"":""red with white and yellow Coca-Cola branding"",""confidence"":""high"",""evidence"":""distinct red fabric with white swooshes and yellow accents forming the Coca-Cola logo""}]","[{""part"":""canopy"",""value"":""fabric"",""confidence"":""medium"",""evidence"":""wrinkled, flexible appearance typical of beach umbrella fabric""},{""part"":""pole"",""value"":""metal or plastic"",""confidence"":""low"",""evidence"":""thin, smooth, light-colored vertical pole; material not clearly resolvable""}]","[{""attribute"":""branded with Coca-Cola logo"",""confidence"":""high"",""evidence"":""clear Coca-Cola script and ribbon logo repeated across canopy panels""},{""attribute"":""open and deployed"",""confidence"":""high"",""evidence"":""fully extended canopy, casting shadow on sand below""}]","[{""value"":""standing upright in sand"",""confidence"":""high"",""evidence"":""vertical pole inserted into sand; stable position""}]","[{""atom"":""red"",""type"":""color"",""verdict"":""supported"",""evidence"":""canopy is predominantly red with white and yellow branding""},{""atom"":""umbrella"",""type"":""object"",""verdict"":""supported"",""evidence"":""canonical beach umbrella shape with radial canopy and central pole""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""black backpack lies on towel immediately to the right of umbrella pole base""},{""atom"":""backpack"",""type"":""object"",""verdict"":""supported"",""evidence"":""black bag with straps lying flat on towel consistent with backpack shape""}]",[],[],"[""proximity to black backpack on white towel"", ""Coca-Cola branding pattern""]",high,same_category_instance_confusion,"The query specifies a red umbrella next to a backpack. While there are two red umbrellas in the scene, only the GT target is adjacent to the black backpack. The baseline model incorrectly grounded the other red umbrella, leading to same-category instance confusion."
hallu_000765_COCO_train2014_000000473870,COCO_train2014_000000473870.jpg,the person in front of the skis,t2_vqa_grounding|t4_caption_grounding,yes,person,unclear,face partially obscured by goggles and hat; no visible secondary sex characteristics,unclear,"[{""part"":""jacket"",""value"":""dark blue"",""confidence"":""high"",""evidence"":""solid dark blue outer layer, visible despite snowfall""},{""part"":""pants"",""value"":""light blue denim"",""confidence"":""high"",""evidence"":""faded blue jeans with visible seams and texture""},{""part"":""hat"",""value"":""olive green or gray"",""confidence"":""medium"",""evidence"":""knit beanie with muted tone, possibly olive green under snow glare""},{""part"":""goggles"",""value"":""dark lens with light frame"",""confidence"":""high"",""evidence"":""dark-tinted lenses, light-colored frame visible around eyes""}]","[{""part"":""jacket"",""value"":""synthetic insulated fabric"",""confidence"":""medium"",""evidence"":""puffy appearance, smooth surface typical of ski jackets""},{""part"":""pants"",""value"":""denim"",""confidence"":""high"",""evidence"":""distinctive weave, fading, and seam structure of jeans""},{""part"":""hat"",""value"":""knit wool or acrylic"",""confidence"":""medium"",""evidence"":""textured ribbed knit pattern visible on crown""}]","[{""attribute"":""holding ski pole in right hand"",""confidence"":""high"",""evidence"":""black pole with yellow grip and basket held vertically near right side""},{""attribute"":""snow falling"",""confidence"":""high"",""evidence"":""white specks throughout image, especially against darker clothing""}]","[{""value"":""standing still"",""confidence"":""high"",""evidence"":""upright posture, feet planted, no motion blur""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a single visible person""},{""atom"":""in front of"",""type"":""relation"",""verdict"":""supported"",""evidence"":""skis lie on snow behind the person's lower legs; person occludes part of skis""},{""atom"":""the skis"",""type"":""object"",""verdict"":""supported"",""evidence"":""two long narrow objects with bindings, consistent with skis, visible behind person""}]",[],[],"[""dark blue puffy jacket"", ""light blue denim pants"", ""standing with skis behind them on the snow"", ""positioned left of other skiers""]",high,same_category_instance_confusion,"The query accurately describes the target person's spatial relation to the skis behind them. The baselines failed by selecting a different person in a red jacket who is standing on their skis, resulting in same-category instance confusion."
hallu_000781_COCO_train2014_000000490541,COCO_train2014_000000490541.jpg,the tennis racket in the child's hand,t2_vqa_grounding|t4_caption_grounding,yes,tennis racket,not_applicable,target is an inanimate object,not_applicable,"[{""part"":""frame"",""value"":""maroon/dark red with yellow accents"",""confidence"":""high"",""evidence"":""green box encloses a racket with maroon-colored oval head and yellow trim along throat and shaft""},{""part"":""strings"",""value"":""white"",""confidence"":""high"",""evidence"":""grid of white strings visible across head""},{""part"":""grip"",""value"":""dark (likely black or dark brown)"",""confidence"":""medium"",""evidence"":""lower portion held by hand appears dark; texture suggests overgrip""}]","[{""part"":""frame"",""value"":""composite (likely graphite/fiberglass)"",""confidence"":""medium"",""evidence"":""smooth, rigid appearance with painted finish; typical of modern rackets""},{""part"":""strings"",""value"":""synthetic gut or polyester"",""confidence"":""medium"",""evidence"":""uniform white synthetic-looking strings, no natural fiber texture""}]","[{""attribute"":""brand logo visible on strings"",""confidence"":""high"",""evidence"":""dark W-shaped logo centered on string bed""},{""attribute"":""racket held upright, angled slightly"",""confidence"":""high"",""evidence"":""orientation in green box shows head above hand, tilted ~15° from vertical""}]","[{""value"":""being held by a child"",""confidence"":""high"",""evidence"":""hand gripping handle visible at bottom of green box; child's arm and torso visible in full image""}]","[{""atom"":""tennis racket"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box precisely encloses a tennis racket""},{""atom"":""in the child's hand"",""type"":""relation"",""verdict"":""supported"",""evidence"":""hand gripping handle is visible at bottom of green box; child’s arm connects to hand""}]",[],[],"[""maroon frame with yellow trim"", ""W-shaped logo on strings"", ""held by taller child in white shirt"", ""position: center-right of image, higher in frame than the other racket""]",high,same_category_instance_confusion,"The baselines incorrectly localized a different tennis racket held by another child on the left, failing to distinguish the target maroon and yellow racket held by the child in the center-right."
hallu_000787_COCO_train2014_000000163713,COCO_train2014_000000163713.jpg,the person sitting next to the dining table,t2_vqa_grounding,yes,person,male_presenting,"visible short hair, facial hair (stubble/goatee), masculine facial features and build",no_automatic_flag,"[{""part"":""shirt"",""value"":""beige/tan with black leafy pattern"",""confidence"":""high"",""evidence"":""patterned short-sleeve button-up shirt visible across torso""},{""part"":""pants"",""value"":""blue denim"",""confidence"":""high"",""evidence"":""classic blue jeans visible on legs""},{""part"":""cup"",""value"":""red"",""confidence"":""high"",""evidence"":""bright red plastic cup in front of person""}]","[{""part"":""shirt"",""value"":""cotton or cotton blend"",""confidence"":""medium"",""evidence"":""wrinkled texture and drape typical of woven fabric; no sheen suggesting synthetic""},{""part"":""cup"",""value"":""plastic"",""confidence"":""high"",""evidence"":""smooth, slightly reflective surface with molded rim and base typical of disposable plastic cup""},{""part"":""table"",""value"":""painted wood"",""confidence"":""high"",""evidence"":""wood grain visible under chipped red paint on tabletop edge""}]","[{""attribute"":""wearing sunglasses hanging from shirt collar"",""confidence"":""high"",""evidence"":""dark-lensed sunglasses with black frame clipped to shirt placket""},{""attribute"":""holding utensil (fork)"",""confidence"":""high"",""evidence"":""metal fork in right hand, tines near food on plate""}]","[{""value"":""sitting"",""confidence"":""high"",""evidence"":""body posture with hips on bench, back upright, legs under table""},{""value"":""eating"",""confidence"":""high"",""evidence"":""fork held over plate with food, head tilted down toward plate""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""single clearly visible person inside target box""},{""atom"":""sitting"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""posture shows seated position on bench""},{""atom"":""next to the dining table"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person is physically adjacent and interacting with the picnic table; hands on table surface""},{""atom"":""dining table"",""type"":""object"",""verdict"":""supported"",""evidence"":""red-painted wooden picnic table with plates, cups, and food functionally serves as a dining table""}]",[],[],"[""leftmost person at table"", ""wearing patterned beige shirt with sunglasses on collar"", ""using red cup and fork, seated at red picnic table"", ""positioned directly beside brick pillar on right""]",high,same_category_instance_confusion,"The referring expression is highly ambiguous as there are multiple people sitting at the same dining table. The baseline model selected a different person at the same table, confirming that the generic description fails to uniquely identify the leftmost ground-truth target without additional visual cues."
hallu_000798_COCO_train2014_000000515815,COCO_train2014_000000515815.jpg,the person lying on the couch,t2_vqa_grounding|t4_caption_grounding,yes,person,unclear,face mostly obscured by hand and shadow; no visible secondary sex characteristics; clothing is gender-neutral,unclear,"[{""part"":""top"",""value"":""light blue"",""confidence"":""high"",""evidence"":""solid light blue long-sleeve shirt, clearly visible on torso and arms""},{""part"":""pants"",""value"":""dark blue"",""confidence"":""high"",""evidence"":""solid dark blue trousers covering legs""},{""part"":""feet"",""value"":""bare skin tone"",""confidence"":""high"",""evidence"":""bare feet visible at right end of couch, no shoes/socks""}]","[{""part"":""top"",""value"":""fabric"",""confidence"":""medium"",""evidence"":""soft drape and slight wrinkling consistent with woven fabric; no sheen""},{""part"":""pants"",""value"":""fabric"",""confidence"":""medium"",""evidence"":""matte appearance, creasing along legs, no reflection""}]","[{""attribute"":""lying supine on couch"",""confidence"":""high"",""evidence"":""body fully horizontal, head on left side of frame, feet extended to right, back against couch cushion""},{""attribute"":""arms bent, hands near face/head"",""confidence"":""high"",""evidence"":""left arm visible bent with hand near head; right arm partially visible in shadow also bent""}]","[{""value"":""resting or sleeping"",""confidence"":""medium"",""evidence"":""static posture, eyes not visible but head supported, no motion cues; consistent with lying down at rest""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""one clearly visible person inside GT box""},{""atom"":""lying"",""type"":""action_state"",""verdict"":""supported"",""evidence"":""body fully horizontal on couch, no support under torso/legs""},{""atom"":""on the couch"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person's body contacts and rests upon dark upholstered couch surface""}]",[],[],"[""position on left-side couch (vs. right-side couch)"", ""wearing light blue top and dark blue pants (vs. striped shirt and darker pants)"", ""bare feet visible"", ""proximity to left table lamp and slippers on floor""]",high,same_category_instance_confusion,"The referring expression accurately describes the GT target, but is highly ambiguous because a second person is also lying on a separate couch in the same scene. The baselines incorrectly grounded the other person, resulting in zero IoU due to same-category instance confusion."
hallu_000799_COCO_train2014_000000325966,COCO_train2014_000000325966.jpg,the laptop in front of the person,t2_vqa_grounding|t4_caption_grounding,uncertain,laptop,not_applicable,,not_applicable,"[{""part"":""lid"",""value"":""dark gray or black"",""confidence"":""high"",""evidence"":""uniform matte dark surface, no reflections indicating color shift""},{""part"":""bottom edge / hinge area"",""value"":""silver or light gray metal"",""confidence"":""medium"",""evidence"":""thin horizontal strip visible at bottom of lid with metallic sheen""}]","[{""part"":""lid"",""value"":""matte plastic or metal"",""confidence"":""high"",""evidence"":""non-reflective, uniform texture; no glossy highlights""},{""part"":""bottom edge"",""value"":""metal"",""confidence"":""medium"",""evidence"":""specular highlight and linear edge consistent with brushed metal""}]","[{""attribute"":""brand logo visible on lid"",""confidence"":""high"",""evidence"":""small silver 'DELL' logo centered near bottom edge of lid""},{""attribute"":""laptop is closed"",""confidence"":""high"",""evidence"":""no screen visible; single continuous surface with hinge seam at bottom""}]","[{""value"":""resting on lap"",""confidence"":""high"",""evidence"":""positioned horizontally on person's lap, partially occluded by person's torso and jacket""}]","[{""atom"":""the laptop"",""type"":""object"",""verdict"":""supported"",""evidence"":""green box isolates a closed laptop on left person’s lap""},{""atom"":""in front of"",""type"":""relation"",""verdict"":""supported"",""evidence"":""laptop lies horizontally on lap of woman, directly in front of her torso""},{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""woman visible behind and above green box; her jacket and torso frame the laptop""}]",[],[],"[""position on left person’s lap (woman)"", ""closed lid with visible DELL logo near bottom"", ""darker matte finish compared to the brighter/orange-framed laptop on right"", ""partially occluded by woman’s black jacket sleeve on left side""]",high,visually_ambiguous_reference,"The referring expression 'the laptop in front of the person' is visually ambiguous because there are two people and two laptops in the image. The baselines selected the other laptop in front of the man, resulting in zero IoU with the GT laptop in front of the woman."
hallu_000820_COCO_train2014_000000503472,COCO_train2014_000000503472.jpg,the dining table in front of the couch,t2_vqa_grounding|t4_caption_grounding,yes,coffee table,not_applicable,,not_applicable,"[{""part"":""tabletop"",""value"":""yellow"",""confidence"":""high"",""evidence"":""bright yellow circular tabletop, clearly visible in crop""},{""part"":""legs"",""value"":""light brown wood"",""confidence"":""medium"",""evidence"":""wooden legs visible beneath tabletop in full image; color consistent with hardwood floor""}]","[{""part"":""tabletop"",""value"":""painted wood or laminate"",""confidence"":""medium"",""evidence"":""smooth, uniform yellow surface with slight sheen; no visible grain""},{""part"":""legs"",""value"":""wood"",""confidence"":""high"",""evidence"":""visible wood grain and texture on legs in full image""}]","[{""attribute"":""circular shape"",""confidence"":""high"",""evidence"":""top view shows clear circular edge; side view confirms round profile""},{""attribute"":""low height"",""confidence"":""high"",""evidence"":""sits below seat level of adjacent couch""},{""attribute"":""cluttered with papers and books"",""confidence"":""high"",""evidence"":""multiple documents, a book spine, and a small round metallic object on surface""}]","[{""value"":""stationary"",""confidence"":""high"",""evidence"":""no motion blur; fixed placement relative to couch and floor""}]","[{""atom"":""in front of the couch"",""type"":""relation"",""verdict"":""supported"",""evidence"":""table is positioned between camera and couch; couch backrest is directly behind it""}]","[{""atom"":""dining table"",""type"":""object"",""verdict"":""contradicted"",""evidence"":""target is a low circular coffee table, not a dining table which would be taller and typically set with chairs""}]",[],"[""yellow circular tabletop"", ""low height relative to couch"", ""positioned directly in front of couch""]",high,same_category_instance_confusion,"The referring expression mislabels the target as a 'dining table', but visual evidence confirms it is a low, yellow circular coffee table. The spatial relation 'in front of the couch' correctly and uniquely identifies the GT target. Baselines failed by selecting a different table instance (a dark round table) elsewhere in the room, demonstrating same-category instance confusion."
hallu_000821_COCO_train2014_000000033764,COCO_train2014_000000033764.jpg,the person next to the frisbee,t2_vqa_grounding|t4_caption_grounding,yes,person,female_presenting,"visible long hair tied back, athletic build, wearing black short-sleeve top and black leggings",no_automatic_flag,"[{""part"":""top"",""value"":""black"",""confidence"":""high"",""evidence"":""solid black short-sleeve shirt""},{""part"":""bottoms"",""value"":""black"",""confidence"":""high"",""evidence"":""black full-length leggings""},{""part"":""shoes"",""value"":""blue with orange/red sole"",""confidence"":""high"",""evidence"":""bright blue upper, orange/red heel accent visible""},{""part"":""socks"",""value"":""white"",""confidence"":""high"",""evidence"":""white ankle sock visible above shoe""}]","[{""part"":""clothing"",""value"":""synthetic athletic fabric"",""confidence"":""medium"",""evidence"":""tight-fitting, smooth texture typical of sportswear""},{""part"":""shoes"",""value"":""rubber/synthetic sole, textile upper"",""confidence"":""medium"",""evidence"":""structured sole with visible tread pattern; upper appears woven or mesh-like""}]","[{""attribute"":""hair tied back in ponytail/bun"",""confidence"":""high"",""evidence"":""long brown hair gathered at nape of neck, visible bun/ponytail shape""}]","[{""value"":""running or lunging toward left side of frame"",""confidence"":""high"",""evidence"":""body angled forward, arms positioned for balance/momentum, legs in stride""}]","[{""atom"":""the person"",""type"":""object"",""verdict"":""supported"",""evidence"":""GT box encloses a single visible person in motion""},{""atom"":""next to"",""type"":""relation"",""verdict"":""supported"",""evidence"":""person is spatially adjacent to the frisbee held by another person""},{""atom"":""the frisbee"",""type"":""object"",""verdict"":""supported"",""evidence"":""frisbee is visible and held by a central figure""}]",[],[],"[""only person on far right wearing black full-body athletic outfit"", ""only person with blue shoes and white socks"", ""only person with hair tied back in visible bun/ponytail"", ""positioned distinctly right of frisbee holder""]",high,same_category_instance_confusion,"The referring expression 'the person next to the frisbee' is visually ambiguous as multiple people are near the frisbee. The baselines incorrectly grounded the leftmost person, while the GT target is the female-presenting person on the far right, distinguished by her all-black athletic outfit and blue shoes."
